class_id	train_event_count	train_file_count	eval_event_count	eval_file_count	weak_train_balanced_count	weak_train_unbalanced_count	weak_eval_count
/m/03_d0	0	0	0	0	60	4810	60
/m/03cczk	2027	473	274	64	60	709	60
/m/03cl9h	145	141	46	38	60	170	60
/m/03dnzn	147	144	32	28	60	1571	60
/m/03fwl	333	131	50	15	60	1927	60
/m/03gvt	0	0	0	0	69	1277	62
/m/03j1ly	188	165	40	38	141	5445	144
/m/03k3r	270	105	127	39	77	3156	86
/m/03kmc9	822	645	178	142	207	8079	212
/m/03l9g	2549	383	460	79	60	385	60
/m/03lty	0	0	0	0	60	6330	69
/m/03m5k	0	0	0	0	62	1921	60
/m/03m9d0z	10532	10191	636	502	168	6454	183
/m/03mb9	0	0	0	0	60	6487	62
/m/03p19w	189	123	34	16	60	161	60
/m/03q5_w	855	381	97	46	60	1182	60
/m/03q5t	0	0	0	0	61	1957	62
/m/03qc9zr	1371	842	277	155	59	1126	61
/m/03qjg	0	0	0	0	61	2095	60
/m/03qtq	0	0	0	0	60	3780	60
/m/03qtwd	3168	3022	482	414	147	10116	140
/m/03r5q_	0	0	0	0	60	1318	60
/m/03t3fj	0	0	0	0	87	4365	76
/m/03v3yw	475	192	89	38	60	389	60
/m/03vt0	1275	824	173	114	171	2825	168
/m/03w41f	405	349	118	74	66	1074	62
/m/03wvsk	250	245	58	51	60	270	60
/m/03wwcy	304	226	62	41	60	211	60
/m/03xq_f	0	0	0	0	61	1201	63
/m/040b_t	3	2	0	0	0	0	0
/m/04179zz	987	180	0	0	0	0	0
/m/04229	164	163	57	54	64	630	64
/m/042v_gx	0	0	0	0	60	14416	92
/m/0463cq4	1324	524	244	94	60	1340	62
/m/046dlr	955	394	151	53	62	457	63
/m/04_sv	646	626	59	56	60	7140	61
/m/04brg2	1905	558	249	74	60	1704	60
/m/04ctx	69	27	0	0	0	0	0
/m/04cvmfc	745	302	138	42	60	823	60
/m/04fgwm	105	89	28	28	60	173	60
/m/04fq5q	159	120	49	32	60	98	60
/m/04gxbd	204	133	54	30	60	146	60
/m/04gy_2	1007	361	100	29	60	327	60
/m/04k94	545	338	368	258	61	1599	61
/m/04qvtq	354	293	44	37	61	3538	60
/m/04rlf	30930	27135	8304	6911	6244	999366	5695
/m/04rmv	728	175	120	27	60	293	60
/m/04rzd	0	0	0	0	60	2252	63
/m/04s8yn	674	180	90	25	60	730	60
/m/04szw	0	0	0	0	532	116405	406
/m/04v5dt	6	4	0	0	0	0	0
/m/04wptg	0	0	0	0	60	691	60
/m/04zjc	1130	461	155	70	61	1737	60
/m/04zmvq	306	193	151	75	60	642	61
/m/05148p4	0	0	0	0	142	10183	148
/m/053hz1	1476	1179	397	317	65	4254	61
/m/056ks2	272	223	83	40	60	2702	60
/m/056r_1	641	145	0	0	0	0	0
/m/05_wcq	1764	818	219	88	60	227	60
/m/05fw6t	0	0	0	0	60	3389	62
/m/05kq4	321	316	69	66	68	3197	68
/m/05lls	0	0	0	0	60	2157	60
/m/05mxj0q	35	13	10	2	0	0	0
/m/05pd6	0	0	0	0	60	8294	60
/m/05r5c	0	0	0	0	87	11345	91
/m/05r5wn	0	0	0	0	60	275	60
/m/05r6t	0	0	0	0	61	3949	64
/m/05rj2	621	202	164	53	59	190	60
/m/05rwpb	0	0	0	0	62	2894	63
/m/05tny_	6240	1636	547	161	60	2512	60
/m/05w3f	0	0	0	0	60	2177	59
/m/05x_td	926	548	159	84	59	691	60
/m/05zc1	77	40	70	25	60	32	60
/m/05zppz	101509	35107	15746	5228	60	17593	63
/m/0641k	664	236	31	13	0	0	0
/m/0642b4	58	29	40	20	60	70	60
/m/064t9	0	0	0	0	63	8661	89
/m/068hy	23	14	269	85	412	19082	348
/m/068zj	1140	289	63	18	60	864	60
/m/06_fw	946	374	158	44	60	2928	61
/m/06_y0by	66	66	31	31	62	1120	60
/m/06bxc	1262	499	152	68	60	4374	62
/m/06by7	0	0	0	0	69	8314	92
/m/06bz3	582	256	161	63	60	4094	60
/m/06cqb	0	0	0	0	62	3107	60
/m/06cyt0	9	7	0	0	0	0	0
/m/06d_3	121	120	84	74	189	8691	172
/m/06h7j	1541	676	238	96	60	4289	60
/m/06hck5	467	300	97	61	70	685	70
/m/06hps	1295	250	337	53	60	528	61
/m/06j64v	0	0	0	0	60	1968	60
/m/06j6l	0	0	0	0	61	5007	65
/m/06mb1	505	501	65	62	113	3175	104
/m/06ncr	0	0	0	0	63	2950	62
/m/06q74	214	205	41	39	60	743	61
/m/06rqw	0	0	0	0	61	1602	59
/m/06rvn	0	0	0	0	93	6667	82
/m/06w87	0	0	0	0	62	2700	62
/m/06wzb	748	466	91	64	62	1989	60
/m/06xkwv	78	74	155	142	67	310	62
/m/073cg4	774	238	141	38	60	551	60
/m/074ft	0	0	0	0	77	1738	164
/m/078jl	121	65	25	11	60	1126	62
/m/0790c	55	38	21	15	59	214	60
/m/079vc8	5	4	0	0	0	0	0
/m/07bgp	91	45	42	16	60	2538	60
/m/07bjf	796	362	176	72	60	359	60
/m/07bm98	4	2	0	0	0	0	0
/m/07brj	0	0	0	0	60	625	60
/m/07c52	1329	1293	200	177	61	2112	61
/m/07c6l	0	0	0	0	65	2666	64
/m/07cx4	79	47	163	66	60	1178	60
/m/07gql	0	0	0	0	64	3707	63
/m/07gxw	0	0	0	0	60	17109	95
/m/07hvw1	0	0	236	230	60	243	60
/m/07jdr	1713	1675	127	119	188	12462	173
/m/07k1x	918	210	528	168	101	7906	100
/m/07kc_	0	0	0	0	60	511	60
/m/07lnk	0	0	0	0	60	4353	60
/m/07m2kt	92	78	102	80	60	238	60
/m/07mzm6	70	32	50	13	59	67	60
/m/07n_g	104	86	72	47	60	80	60
/m/07p6fty	5745	3467	1112	665	60	1248	60
/m/07p6mqd	214	95	11	8	60	1099	59
/m/07p78v5	1	1	0	0	59	84	60
/m/07p7b8y	169	143	74	60	60	516	60
/m/07p9k1k	390	364	73	53	62	1225	66
/m/07p_0gm	0	0	191	27	60	1182	60
/m/07pb8fc	233	224	124	98	60	6089	92
/m/07pbtc8	12699	3261	1895	506	60	1563	60
/m/07pc8l3	18	8	0	0	0	0	0
/m/07pc8lb	435	261	177	110	60	346	60
/m/07pczhz	1096	194	245	47	60	314	60
/m/07pdhp0	237	86	95	32	60	243	63
/m/07pdjhy	404	198	154	74	145	1383	139
/m/07pggtn	10112	2774	2289	638	60	4503	70
/m/07phhsh	150	146	57	54	60	381	60
/m/07phxs1	403	296	110	69	62	646	67
/m/07pjjrj	144	53	38	21	60	1355	60
/m/07pjwq1	670	451	73	47	60	330	60
/m/07pk7mg	2	2	0	0	0	0	0
/m/07pkxdp	0	0	0	0	60	3127	60
/m/07pl1bw	145	76	130	54	60	32	61
/m/07plct2	300	101	181	59	60	56	60
/m/07plz5l	202	182	75	63	59	202	60
/m/07pn_8q	649	166	135	42	60	86	60
/m/07pp8cl	751	479	120	69	60	583	60
/m/07pp_mv	1558	699	353	130	60	666	61
/m/07ppn3j	567	383	81	50	60	85	60
/m/07pqc89	596	480	73	60	60	1233	60
/m/07pqmly	46	32	0	0	0	0	0
/m/07pqn27	840	179	278	64	60	94	60
/m/07prgkl	541	457	71	49	60	274	60
/m/07pt6mm	1	1	0	0	0	0	0
/m/07pt_g0	94	21	38	9	60	85	60
/m/07ptfmf	688	306	125	42	60	695	61
/m/07ptzwd	270	252	46	37	61	482	60
/m/07pws3f	52	30	28	24	60	240	60
/m/07pxg6y	132	119	17	15	60	677	60
/m/07pyf11	51	20	29	12	60	349	60
/m/07pyy8b	590	228	168	65	60	172	60
/m/07pzfmf	262	123	65	35	60	1379	62
/m/07q0h5t	1708	698	293	97	60	1957	61
/m/07q0yl5	161	82	49	19	60	391	60
/m/07q2z82	7506	3757	948	454	60	11827	151
/m/07q34h3	1	1	0	0	0	0	0
/m/07q4ntr	61	40	43	31	60	391	60
/m/07q5rw0	521	350	84	46	60	471	60
/m/07q6cd_	926	347	225	83	60	72	60
/m/07q7njn	911	372	182	64	60	664	60
/m/07q8f3b	108	93	22	15	0	0	0
/m/07q8k13	9	4	0	0	0	0	0
/m/07qb_dv	741	214	112	28	60	277	60
/m/07qc9xj	8054	3161	2253	727	60	649	60
/m/07qcpgn	11582	5316	4813	1472	60	3319	60
/m/07qcx4z	314	153	60	29	60	254	60
/m/07qdb04	894	184	201	36	76	2432	74
/m/07qf0zm	898	448	71	39	60	718	60
/m/07qfgpx	38	16	36	10	62	1110	61
/m/07qfr4h	3405	3032	485	421	60	1360	60
/m/07qh7jl	541	321	213	83	60	29	60
/m/07qjznl	1506	196	519	53	60	2778	60
/m/07qjznt	57020	18705	3514	982	60	1626	60
/m/07qlf79	860	394	203	78	60	2960	60
/m/07qlwh6	133	41	29	15	60	256	60
/m/07qmpdm	184	71	13	8	60	1233	60
/m/07qn4z3	819	315	203	66	60	952	60
/m/07qn5dc	636	445	84	54	60	1973	60
/m/07qnq_y	2579	1283	780	332	60	1680	60
/m/07qqyl4	63	43	94	64	61	1529	60
/m/07qrkrw	776	353	120	46	60	1840	61
/m/07qs1cx	74	45	70	32	60	142	60
/m/07qsvvw	141	63	69	34	60	2157	61
/m/07qv4k0	2225	1049	288	120	60	297	60
/m/07qv_d5	0	0	0	0	60	633	60
/m/07qv_x_	527	142	115	25	60	450	60
/m/07qw_06	182	75	59	31	59	96	60
/m/07qwdck	51	34	18	14	59	680	60
/m/07qwf61	612	131	165	37	60	1709	60
/m/07qwyj0	1294	824	192	109	60	1361	60
/m/07qyrcz	702	327	130	69	60	783	60
/m/07qz6j3	59	27	41	17	59	1136	60
/m/07r04	796	775	110	106	74	10870	101
/m/07r10fb	20	14	31	22	66	1106	66
/m/07r4gkf	886	215	83	21	60	590	60
/m/07r4k75	347	178	102	40	60	214	60
/m/07r4wb8	432	133	109	33	60	202	60
/m/07r5c2p	1855	505	234	76	60	480	60
/m/07r5v4s	893	350	170	51	60	661	60
/m/07r660_	1607	986	119	68	60	871	60
/m/07r67yg	129	116	49	35	60	356	60
/m/07r81j2	370	164	105	41	60	380	60
/m/07r_25d	1570	494	179	57	61	2797	60
/m/07r_80w	525	138	205	51	60	49	60
/m/07r_k2n	886	201	122	25	60	2242	61
/m/07rbp7_	1294	322	185	42	60	329	60
/m/07rc7d9	100	47	106	34	60	3750	74
/m/07rcgpl	45	41	126	118	106	1251	82
/m/07rdhzs	990	311	263	90	62	1441	60
/m/07rgkc5	210	98	152	90	60	406	60
/m/07rgt08	328	238	246	131	60	1571	62
/m/07rjwbb	427	276	87	53	95	2385	103
/m/07rjzl8	374	311	79	50	61	724	60
/m/07rkbfh	0	0	0	0	60	1832	60
/m/07rknqz	0	0	0	0	60	1421	60
/m/07rn7sz	707	447	164	97	60	247	61
/m/07rpkh9	768	396	128	58	60	569	60
/m/07rqsjt	517	290	268	146	61	1287	62
/m/07rrh0c	355	197	121	62	60	314	60
/m/07rrlb6	1763	958	166	98	61	818	60
/m/07rv4dm	494	231	104	46	60	184	60
/m/07rv9rh	1868	473	211	52	60	3205	60
/m/07rwj3x	1707	1142	340	235	60	1769	60
/m/07rwm0c	2257	707	133	55	76	1892	60
/m/07ryjzk	673	345	159	63	59	751	60
/m/07s02z0	3209	1364	269	110	60	63	60
/m/07s04w4	59	37	126	66	60	1736	61
/m/07s0dtb	1516	895	101	75	60	209	60
/m/07s0s5r	0	0	0	0	60	13879	63
/m/07s12q4	313	112	94	34	60	258	61
/m/07s13rg	30	8	0	0	0	0	0
/m/07s2xch	589	308	183	71	60	582	60
/m/07s34ls	117	66	43	28	60	150	60
/m/07s72n	0	0	0	0	60	18541	94
/m/07s8j8t	46	29	15	10	60	1928	60
/m/07sbbz2	0	0	0	0	60	9175	86
/m/07sk0jz	291	66	37	9	0	0	0
/m/07sq110	62	34	119	32	61	721	61
/m/07sr1lc	55	33	49	24	60	674	60
/m/07st88b	876	291	140	44	60	260	60
/m/07st89h	1873	310	147	41	60	2363	60
/m/07svc2k	611	150	233	39	60	789	60
/m/07swgks	352	231	121	57	60	1813	60
/m/07sx8x_	64	31	60	20	60	40	60
/m/07szfh9	16	14	7	7	60	737	59
/m/07xzm	0	0	0	0	60	5172	60
/m/07y_7	0	0	0	0	64	28001	60
/m/07yv9	598	576	539	471	860	126411	780
/m/081rb	1291	317	130	39	60	723	60
/m/0838f	3135	2706	796	599	286	8414	294
/m/083vt	256	89	136	58	166	3128	165
/m/085jw	0	0	0	0	262	5559	262
/m/08cyft	0	0	0	0	67	4299	87
/m/08dckq	2	1	0	0	0	0	0
/m/08j51y	19	19	14	12	60	62	60
/m/08p9q4	0	0	0	0	60	75	60
/m/0912c9	1930	1028	297	145	60	3587	60
/m/0939n_	73	47	58	34	60	17	60
/m/093_4n	21162	19763	904	833	0	0	0
/m/096m7z	1625	1130	400	304	60	229	60
/m/098_xr	4	1	0	0	0	0	0
/m/09b5t	1863	566	116	58	82	6184	86
/m/09ct_	396	389	46	43	60	3578	60
/m/09d1b1	14	9	0	0	0	0	0
/m/09d5_	933	238	90	25	60	513	61
/m/09ddx	1721	387	203	44	60	2483	60
/m/09f96	179	129	46	33	60	222	60
/m/09hlz4	14	4	4	2	0	0	0
/m/09l8g	16211	8997	1005	512	0	0	0
/m/09ld4	952	281	55	20	62	1125	61
/m/09t49	0	0	0	0	60	1608	60
/m/09x0r	4501	2341	5152	1706	5735	999421	5324
/m/09xqv	3277	716	409	157	63	732	64
/m/0_1c	614	339	85	49	61	859	60
/m/0_ksk	535	379	299	210	75	3141	77
/m/0b9m1	0	0	0	0	60	627	60
/m/0b_fwt	83	64	57	41	60	1319	60
/m/0bcdqg	6	3	1	1	0	0	0
/m/0bm02	0	0	0	0	87	9116	89
/m/0bpl036	1	1	0	0	0	0	0
/m/0brhx	2570	1001	466	167	60	1593	60
/m/0bt9lr	3819	1164	404	129	273	13202	230
/m/0btp2	710	701	139	121	60	1566	68
/m/0bzvm2	4344	3614	84	77	0	0	0
/m/0c1dj	14803	6160	2669	1156	60	8232	59
/m/0c1tlg	157	150	2	2	0	0	0
/m/0c2wf	1038	196	165	33	60	503	60
/m/0c3f7m	999	334	130	40	60	801	60
/m/0cdnk	314	115	139	41	60	671	61
/m/0cfdd	0	0	0	0	60	3219	69
/m/0ch8v	5	3	362	95	124	4296	115
/m/0chx_	111	70	77	64	60	1688	60
/m/0cj0r	0	0	0	0	60	890	60
/m/0cmf2	243	239	53	49	61	2858	66
/m/0d31p	296	277	40	37	60	1854	60
/m/0d4wf	12	1	11	1	0	0	0
/m/0d8_n	0	0	0	0	131	3424	135
/m/0dbvp	0	0	0	0	71	1659	69
/m/0dgbq	249	245	46	46	60	1843	60
/m/0dgw9r	8569	4839	649	328	0	0	0
/m/0dl5d	0	0	0	0	62	3399	68
/m/0dl83	549	312	96	46	60	951	61
/m/0dl9sf8	302	251	73	46	60	235	60
/m/0dls3	0	0	0	0	61	1896	61
/m/0dq0md	0	0	0	0	60	2405	60
/m/0dv3j	218	205	38	32	60	327	60
/m/0dv5r	655	294	117	53	63	306	60
/m/0dwsp	0	0	0	0	82	5361	73
/m/0dwt5	0	0	0	0	60	1402	60
/m/0dwtp	0	0	0	0	66	3989	64
/m/0dxrf	293	266	61	57	60	1474	60
/m/0f8s22	123	74	41	19	66	783	63
/m/0fd3y	0	0	0	0	60	2715	60
/m/0ffhf	17	3	0	0	0	0	0
/m/0fjy1	2	2	0	0	0	0	0
/m/0fqfqc	226	133	67	35	60	154	60
/m/0fw86	1251	261	131	22	0	0	0
/m/0fx80y	0	0	0	0	302	44009	254
/m/0fx9l	165	160	17	14	60	703	60
/m/0g12c5	183	130	168	105	62	2735	118
/m/0g293	0	0	0	0	60	4021	60
/m/0g6b5	640	261	108	41	60	2931	60
/m/0gg8l	0	0	0	0	60	2600	62
/m/0ggq0m	0	0	0	0	60	6753	61
/m/0ggx5q	0	0	0	0	62	4782	86
/m/0ghcn6	1687	659	293	84	61	664	62
/m/0glt670	0	0	0	0	61	7618	66
/m/0gvgw0	503	341	79	51	60	757	60
/m/0gy1t2s	200	144	73	45	60	104	60
/m/0gywn	0	0	0	0	61	2799	70
/m/0h0rv	646	194	69	28	60	8403	60
/m/0h2mp	111	74	38	26	117	1308	116
/m/0h9mv	1061	663	133	82	60	1436	61
/m/0hdsk	106	89	30	21	60	111	60
/m/0hg7b	4	4	0	0	0	0	0
/m/0hgq8df	40	24	10	2	0	0	0
/m/0hsrw	161	155	28	27	60	2560	60
/m/0j2kx	259	253	68	62	62	1376	60
/m/0j45pbj	0	0	0	0	61	3126	61
/m/0j6m2	556	541	59	55	60	2727	60
/m/0jb2l	345	251	67	43	65	1134	63
/m/0jbk	4202	1668	1593	545	734	39326	698
/m/0jtg0	0	0	0	0	60	1461	60
/m/0k4j	1950	1879	313	279	296	40978	280
/m/0k5j	355	344	84	76	109	5254	113
/m/0k65p	709	195	182	48	60	317	60
/m/0l14_3	0	0	0	0	115	10070	111
/m/0l14gg	0	0	0	0	60	6510	60
/m/0l14j_	0	0	0	0	62	4659	60
/m/0l14jd	2551	1341	355	180	62	6549	98
/m/0l14l2	0	0	0	0	60	209	60
/m/0l14md	0	0	0	0	263	16438	247
/m/0l14qv	0	0	0	0	60	4921	60
/m/0l14t7	0	0	0	0	60	775	60
/m/0l156b	0	0	0	0	59	869	60
/m/0l156k	619	296	182	77	61	542	60
/m/0l15bq	10160	2225	1474	349	60	670	60
/m/0l7xg	671	180	118	31	60	496	60
/m/0llzx	622	310	127	53	60	1747	60
/m/0ln16	0	0	0	0	62	2437	60
/m/0ltv	515	485	78	62	60	6439	75
/m/0lyf6	31606	16523	2893	1395	61	712	61
/m/0m0jc	0	0	0	0	60	5294	87
/m/0mbct	0	0	0	0	61	364	60
/m/0md09	98	87	3	3	0	0	0
/m/0mkg	0	0	0	0	61	2772	61
/m/0ngt1	421	286	85	62	70	1163	63
/m/0xzly	0	0	0	0	59	474	59
/m/0y4f8	0	0	0	0	60	3539	73
/m/0ytgt	10679	4247	1558	601	154	11451	211
/m/0z9c	0	0	0	0	60	1796	61
/m/0zmy2j9	51	23	10	3	0	0	0
/t/dd00001	1831	623	286	79	60	742	61
/t/dd00002	1767	492	201	64	60	2270	60
/t/dd00003	9769	4232	3344	1398	60	7103	61
/t/dd00004	5291	2396	1912	817	60	7829	60
/t/dd00005	1771	622	421	143	60	2524	60
/t/dd00006	696	311	147	50	60	530	60
/t/dd00012	8	8	0	0	0	0	0
/t/dd00013	127	101	73	39	60	692	60
/t/dd00018	1575	350	259	55	60	1664	60
/t/dd00031	0	0	0	0	61	1338	60
/t/dd00032	0	0	0	0	60	1035	60
/t/dd00033	0	0	0	0	60	1650	60
/t/dd00034	0	0	0	0	60	3971	60
/t/dd00035	0	0	0	0	60	5518	60
/t/dd00036	0	0	0	0	60	985	60
/t/dd00037	0	0	0	0	60	1617	60
/t/dd00038	559	545	84	82	60	2739	60
/t/dd00048	889	502	109	64	60	382	60
/t/dd00061	6	4	2	1	0	0	0
/t/dd00065	153	125	48	39	60	313	60
/t/dd00066	2142	2073	350	322	60	6012	60
/t/dd00067	583	577	173	170	60	4113	60
/t/dd00077	27411	26219	2545	2061	118	1558	109
/t/dd00088	217	202	36	33	60	296	60
/t/dd00091	9	7	1	1	0	0	0
/t/dd00092	18834	7608	1703	805	143	6172	149
/t/dd00098	0	0	2	2	0	0	0
/t/dd00099	131725	35759	2817	873	0	0	0
/t/dd00108	17	15	0	0	0	0	0
/t/dd00109	15918	7446	442	206	0	0	0
/t/dd00110	1	1	0	0	0	0	0
/t/dd00112	2844	941	502	165	60	1516	60
/t/dd00118	2	2	0	0	0	0	0
/t/dd00121	518	282	117	56	61	355	60
/t/dd00122	17	17	0	0	0	0	0
/t/dd00123	3	3	0	0	0	0	0
/t/dd00125	1	1	940	920	764	75340	590
/t/dd00126	75	75	295	292	168	27645	162
/t/dd00127	33	33	35	34	59	6668	60
/t/dd00128	1	1	333	328	256	33861	226
/t/dd00129	0	0	238	235	255	35291	185
/t/dd00130	632	519	107	83	60	988	60
/t/dd00133	0	0	9	4	0	0	0
